2, enp1s0f0, 14:02:ec:ca:e5:2c
2, enp1s0f1, 14:02:ec:ca:e5:2d
2, enp1s0f2, 14:02:ec:ca:e5:2e
2, enp1s0f3, 14:02:ec:ca:e5:2f
2, enp1s0f4, 14:02:ec:ca:e5:30
2, enp1s0f5, 14:02:ec:ca:e5:31
2, enp1s0f6, 14:02:ec:ca:e5:32
2, enp1s0f7, 14:02:ec:ca:e5:33
3, enp65s0f0, 34:80:0d:bc:3d:d2
3, enp65s0f1, 34:80:0d:bc:3d:d3
3, enp65s0f2, 34:80:0d:bc:3d:d4
3, enp65s0f3, 34:80:0d:bc:3d:d5
3, enp65s0f4, 34:80:0d:bc:3d:d6
3, enp65s0f5, 34:80:0d:bc:3d:d7
3, enp65s0f6, 34:80:0d:bc:3d:d8
3, enp65s0f7, 34:80:0d:bc:3d:d9
3, enp1s0f0, 14:02:ec:ca:cd:f8
3, enp1s0f1, 14:02:ec:ca:cd:f9
3, enp1s0f2, 14:02:ec:ca:cd:fa
3, enp1s0f3, 14:02:ec:ca:cd:fb
3, enp1s0f4, 14:02:ec:ca:cd:fc
3, enp1s0f5, 14:02:ec:ca:cd:fd
3, enp1s0f6, 14:02:ec:ca:cd:fe
3, enp1s0f7, 14:02:ec:ca:cd:ff
4, enp65s0f0, 34:80:0d:bc:3b:a1
4, enp65s0f1, 34:80:0d:bc:3b:a2
4, enp65s0f2, 34:80:0d:bc:3b:a3
4, enp65s0f3, 34:80:0d:bc:3b:a4
4, enp65s0f4, 34:80:0d:bc:3b:a5
4, enp65s0f5, 34:80:0d:bc:3b:a6
4, enp65s0f6, 34:80:0d:bc:3b:a7
4, enp65s0f7, 34:80:0d:bc:3b:a8
4, enp1s0f0, 14:02:ec:ca:e5:04
4, enp1s0f1, 14:02:ec:ca:e5:05
4, enp1s0f2, 14:02:ec:ca:e5:06
4, enp1s0f3, 14:02:ec:ca:e5:07
4, enp1s0f4, 14:02:ec:ca:e5:08
4, enp1s0f5, 14:02:ec:ca:e5:09
4, enp1s0f6, 14:02:ec:ca:e5:0a
4, enp1s0f7, 14:02:ec:ca:e5:0b
5, enp65s0f0, 34:80:0d:bc:3d:17
5, enp65s0f1, 34:80:0d:bc:3d:18
5, enp65s0f2, 34:80:0d:bc:3d:19
5, enp65s0f3, 34:80:0d:bc:3d:1a
5, enp65s0f4, 34:80:0d:bc:3d:1b
5, enp65s0f5, 34:80:0d:bc:3d:1c
5, enp65s0f6, 34:80:0d:bc:3d:1d
5, enp65s0f7, 34:80:0d:bc:3d:1e
5, enp1s0f0, 14:02:ec:ca:e5:7c
5, enp1s0f1, 14:02:ec:ca:e5:7d
5, enp1s0f2, 14:02:ec:ca:e5:7e
5, enp1s0f3, 14:02:ec:ca:e5:7f
5, enp1s0f4, 14:02:ec:ca:e5:80
5, enp1s0f5, 14:02:ec:ca:e5:81
5, enp1s0f6, 14:02:ec:ca:e5:82
5, enp1s0f7, 14:02:ec:ca:e5:83
6, enp65s0f0, 14:02:ec:ca:c5:ec
6, enp65s0f1, 14:02:ec:ca:c5:ed
6, enp65s0f2, 14:02:ec:ca:c5:ee
6, enp65s0f3, 14:02:ec:ca:c5:ef
6, enp65s0f4, 14:02:ec:ca:c5:f0
6, enp65s0f5, 14:02:ec:ca:c5:f1
6, enp65s0f6, 14:02:ec:ca:c5:f2
6, enp65s0f7, 14:02:ec:ca:c5:f3
6, enp1s0f0, 14:02:ec:ca:df:8c
6, enp1s0f1, 14:02:ec:ca:df:8d
6, enp1s0f2, 14:02:ec:ca:df:8e
6, enp1s0f3, 14:02:ec:ca:df:8f
6, enp1s0f4, 14:02:ec:ca:df:90
6, enp1s0f5, 14:02:ec:ca:df:91
6, enp1s0f6, 14:02:ec:ca:df:92
6, enp1s0f7, 14:02:ec:ca:df:93
7, enp65s0f0, 14:02:ec:ca:a8:c8
7, enp65s0f1, 14:02:ec:ca:a8:c9
7, enp65s0f2, 14:02:ec:ca:a8:ca
7, enp65s0f3, 14:02:ec:ca:a8:cb
7, enp65s0f4, 14:02:ec:ca:a8:cc
7, enp65s0f5, 14:02:ec:ca:a8:cd
7, enp65s0f6, 14:02:ec:ca:a8:ce
7, enp65s0f7, 14:02:ec:ca:a8:cf
7, enp1s0f0, 14:02:ec:ca:ca:88
7, enp1s0f1, 14:02:ec:ca:ca:89
7, enp1s0f2, 14:02:ec:ca:ca:8a
7, enp1s0f3, 14:02:ec:ca:ca:8b
7, enp1s0f4, 14:02:ec:ca:ca:8c
7, enp1s0f5, 14:02:ec:ca:ca:8d
7, enp1s0f6, 14:02:ec:ca:ca:8e
7, enp1s0f7, 14:02:ec:ca:ca:8f
8, enp65s0f0, 14:02:ec:ca:e5:a4
8, enp65s0f1, 14:02:ec:ca:e5:a5
8, enp65s0f2, 14:02:ec:ca:e5:a6
8, enp65s0f3, 14:02:ec:ca:e5:a7
8, enp65s0f4, 14:02:ec:ca:e5:a8
8, enp65s0f5, 14:02:ec:ca:e5:a9
8, enp65s0f6, 14:02:ec:ca:e5:aa
8, enp65s0f7, 14:02:ec:ca:e5:ab
8, enp1s0f0, 14:02:ec:ca:ca:d8
8, enp1s0f1, 14:02:ec:ca:ca:d9
8, enp1s0f2, 14:02:ec:ca:ca:da
8, enp1s0f3, 14:02:ec:ca:ca:db
8, enp1s0f4, 14:02:ec:ca:ca:dc
8, enp1s0f5, 14:02:ec:ca:ca:dd
8, enp1s0f6, 14:02:ec:ca:ca:de
8, enp1s0f7, 14:02:ec:ca:ca:df
9, enp65s0f0, 34:80:0d:bc:3c:4b
9, enp65s0f1, 34:80:0d:bc:3c:4c
9, enp65s0f2, 34:80:0d:bc:3c:4d
9, enp65s0f3, 34:80:0d:bc:3c:4e
9, enp65s0f4, 34:80:0d:bc:3c:4f
9, enp65s0f5, 34:80:0d:bc:3c:50
9, enp65s0f6, 34:80:0d:bc:3c:51
9, enp65s0f7, 34:80:0d:bc:3c:52
9, enp1s0f0, 14:02:ec:ca:e6:08
9, enp1s0f1, 14:02:ec:ca:e6:09
9, enp1s0f2, 14:02:ec:ca:e6:0a
9, enp1s0f3, 14:02:ec:ca:e6:0b
9, enp1s0f4, 14:02:ec:ca:e6:0c
9, enp1s0f5, 14:02:ec:ca:e6:0d
9, enp1s0f6, 14:02:ec:ca:e6:0e
9, enp1s0f7, 14:02:ec:ca:e6:0f
10, enp65s0f0, 34:80:0d:bc:3c:f5
10, enp65s0f1, 34:80:0d:bc:3c:f6
10, enp65s0f2, 34:80:0d:bc:3c:f7
10, enp65s0f3, 34:80:0d:bc:3c:f8
10, enp65s0f4, 34:80:0d:bc:3c:f9
10, enp65s0f5, 34:80:0d:bc:3c:fa
10, enp65s0f6, 34:80:0d:bc:3c:fb
10, enp65s0f7, 34:80:0d:bc:3c:fc
10, enp1s0f0, 14:02:ec:ca:e7:34
10, enp1s0f1, 14:02:ec:ca:e7:35
10, enp1s0f2, 14:02:ec:ca:e7:36
10, enp1s0f3, 14:02:ec:ca:e7:37
10, enp1s0f4, 14:02:ec:ca:e7:38
10, enp1s0f5, 14:02:ec:ca:e7:39
10, enp1s0f6, 14:02:ec:ca:e7:3a
10, enp1s0f7, 14:02:ec:ca:e7:3b
11, enp65s0f0, 34:80:0d:bc:3d:c1
11, enp65s0f1, 34:80:0d:bc:3d:c2
11, enp65s0f2, 34:80:0d:bc:3d:c3
11, enp65s0f3, 34:80:0d:bc:3d:c4
11, enp65s0f4, 34:80:0d:bc:3d:c5
11, enp65s0f5, 34:80:0d:bc:3d:c6
11, enp65s0f6, 34:80:0d:bc:3d:c7
11, enp65s0f7, 34:80:0d:bc:3d:c8
11, enp1s0f0, 14:02:ec:ca:e1:1c
11, enp1s0f1, 14:02:ec:ca:e1:1d
11, enp1s0f2, 14:02:ec:ca:e1:1e
11, enp1s0f3, 14:02:ec:ca:e1:1f
11, enp1s0f4, 14:02:ec:ca:e1:20
11, enp1s0f5, 14:02:ec:ca:e1:21
11, enp1s0f6, 14:02:ec:ca:e1:22
11, enp1s0f7, 14:02:ec:ca:e1:23
